message,label,length,autotag
stephenkruis put dog today someon ran,1,71,1
nevadawolf sorri hear dnf run tonight alway risk get bad coord ftf,1,98,1
honey get disgruntl peopl wrote esn hit one day made bill pull top,1,134,1
mooni ohh omg lmao cri right lol kutnerrrr best,1,77,0
came back run took,1,98,1
watch fallon mom work,1,67,1
min till home time count crave visit mac store close time get,1,126,1
stephenkruis sorri hear take care,1,55,1
paulcol,1,122,1
gabbyisact brat rub,1,73,1
kutnerrrr think still show ugh kutner kal penn bright star ho,1,134,1
redvinylgirl mom wish best luck,1,57,1
hate homework head hurt bad,0,45,0
got ebay blue item want jump bidder hour still hour go better get hope,1,137,0
gigdiari know littl depress ate much last night leftov today,1,104,1
well pc live room suffer fatal partion lost itun librari gone doc,1,121,1
sad day manu season,1,33,1
stephenkruis poor,1,128,1
im sooo sad right need hug,1,35,1
want step brother home im worri dont even know hope know much care,1,106,1
heidimontag got done watch hill love excit next episod im sad last season,1,123,1
ryanmwilson aww stink hug,1,37,1
tire feel like crap world feel crummi make happi usb disco mous,1,93,1
dont want believ im sad,1,52,1
wonder gamebattl,1,34,1
white trash vs,0,67,0
emitstop true use,1,46,1
spring break last one celebr,1,62,1
morn bah car start wait anwb,1,56,1
katebornstein pretti anti memori tattoo strictest offici ban disapprov famili,1,135,1
balamurugan longterm member team leav month miss work hope well next ventur,1,132,0
justgelo sad know found bodi crazi world live child deserv ya know,1,114,1
wan na rock maxi dress coachella lack fund,1,59,1
cours babi scream crib night first day back work let cri boooo,1,119,1
home miss babi busi week ahead fri chill day guy kid egg hunt sat spiral dmb sat night easter,1,134,1
followsavvi never found everytim click twitter thing page,1,125,1
stephenkruis horribl sorryto hear,1,51,1
david henri cant find say dtmafiaoffici doesnt exist ju dtmafia found u dun seem followin wht,1,138,1
thought would support,1,39,1
augh eff sarth stole mil nail polish pretti,1,66,0
wish spring fling tour dawn amp neece sigh knight,1,75,1
hoyt distribut nz websit work great like need,1,110,1
crummyasshol like first movi cillian murphi hot,1,93,1
wish good old cartoon come back ie captain planet walli daria sad,0,96,0
feel good abt,1,30,1
got text sarah,1,29,1
anoth day centr point time earli start guess train ram commut,1,103,1
four game fall modern warfar halo odst brutal legend bioshock need cash,0,100,0
castillo ugh disconcert,1,38,1
devinthedud actual whole site final taken damn russian,1,92,1
tweet arent go,1,30,1
finish delici breakfast last pari miss milk europ tastiest milk world drink us,1,137,1
ilearn great consid final,1,66,1
carmonium stress outttt,1,31,1
also shouldv bern asleep hour ago,1,40,1
tri figur twitter,1,90,1
ping kyle custom icon made look cool edg could less squar might look bad diff background,1,125,0
want back la,1,24,1
enterbelladonna dunno use forum get frustrat miss talk,1,110,1
lilbucknut option,1,29,1
georgeruiz unfortun one moment giant squid monster,1,77,1
thestar rage want one branch midv open,1,63,0
danann aw sorri hear,1,34,1
chang plan order mac instead time hit book,0,65,0
polhillian yup,1,17,1
nkdreamer see donni tweet stat almost,1,79,1
tim grainger nah receiv stimulu yet,1,54,0
ikimb seen ur tweet plz write bak get havnt got one repli bak,1,86,1
mccainblogett awwwww tri go sleep hour ago,1,70,1
stephenkruis sorri hear alway sad lose close us love,1,109,1
cant sleep im still feelin like piec shit,1,52,1
stephenkruis oh sympathi hard decis alway hope old border colli go sleep hug,0,133,0
josephheustess,1,81,1
limbecki time warp without sad,1,58,1
theresawhit true lol still slap face warm end march,1,97,1
hate convert movi put em itouch,0,53,0
gross pimpl,1,22,1
torturedladi yea naaaaaaaaaaaaaaaaaaaam marwan accent lol,1,64,1
one less follow tonight,1,26,1
unholyknight mom last night brb figur whether burn,0,111,0
feel like quot twitter quot tweetdeck,1,66,1
wyldcelt karat tournament week,1,50,1
go sleep finish statist homework,1,92,1
north carolina babi aint nothin stop nba draft,1,66,1
sleep,1,18,1
reaali miss john mayer twitter fuck rude peopl remov like tweet bitchfuck,1,108,1
go late one mqu today,1,41,1
im tire,1,40,1
leavin work feet hurt,1,31,1
playradioplay sad unexpect total cri haha,1,69,1
superneej morn bah car start wait anwb,1,67,1
still homework,1,27,1
littl sad,1,13,1
deepbluesealov mom amp dad get around,1,74,1
asleep two hour ago,1,36,1
stephenkruis sorri hear dog,1,49,1
funni littl thing make homesick crimin breakn brownston lawnord ci made misti,0,107,0
djsoulsist yeah great vid quot singl sold year ago,1,86,1
im val mac iitsc clubroom still sweat,1,50,1
stephenkruis awww sad sorri,1,46,1
updatingff give noth good twenti minut,1,68,1
hot compress rili workng pull muscl gng bed good night,1,70,0
invit quot healthi dine quot session ashok hotel today exec chef chopra damn workload skip,1,141,1
stephenkruis sorri hear dog wish happier day come,1,87,1
hellivina miss em,1,27,1
misstoriblack cool tweet app razr,1,57,1
bed got ta wake hella earli tomorrow morn,0,63,0
still,0,79,1
play new mobbler add great new featur play music like,1,131,0
latroneb oh one besti miss,1,44,1
esuriospiritu time come back flawda doubl date serious sorri hear,1,101,1
way late work client fb,1,59,0
blegghhhh go work,1,31,1
back work john muir dr,1,51,1
dachesterfrench email yesterday never respond,1,63,1
go long year fan,1,43,0
got done watch new hous episod definit one saddest episod ever,1,90,1
horrifi someth wrong turbotax decid keep around lot stuff turn,1,137,1
sleep time tomorrow gon na suck,1,36,1
wtf kutner oh piss hous mean realli wtf,1,64,1
amberpacif know dont know said,1,49,1
cash rule everyth around,0,32,0
pick oat market eat breakfast boy adamgoldston time work usc late night,1,129,1
feel sick much icecream,0,30,0
faithgg comput,0,71,0
rubyros awww wish could go sydney,1,51,0
luxuryprg hahaha surious feel like everyon know show joke except lc,1,89,1
spell today total suck,1,41,1
vaccin chicken pox vaccin yr old confus damn thing,0,109,0
school least last day,1,33,1
yawwwn got ta get earli tomorrow readi weekend,1,67,1
miss home calv,1,110,1
stephenkruis sorri loss brother dog sam sick cush diseas,0,89,0
back work get spend next hour alon dispatch room,1,73,1
new kind starburst faver sound fab bc cherri strawberri fav red ad watermellon yucki,0,138,1
well much product day angel,1,64,1
andreabak oh gee insomnia suck tri melatonin,1,64,1
vivekg good hear support netbean netbean know,1,88,1
heidimontag wish would get time rest world unforn cairo wait mtva play,1,135,1
heartbroken littl sandra prayer famili,1,61,1
hadtobey word finish tomorrow mayb,1,73,1
shortiethug come ur background cover screen mine corner,1,81,1
wrote exactli three line dialogu tonight gave,1,61,1
ashman complaint facebook chang much confus,1,88,0
slice finger,1,17,1
go thru town traffic bypass stink,1,47,1
ugh sleep wish good cuddl make ass,1,63,1
hate softwar updat download updat without tell never know download,0,109,0
went ihop great diet least kung foo pancak time rachel,1,99,1
internet hate night pose,1,43,1
contactab jealou miss open day year,1,67,0
cruel wait review come far look like star trek best film year,1,119,0
debat shower sleep littl later tomorrow,1,77,1
stress alway culmin physic pain,0,49,0
need sleep cant,1,24,1
littl pinki finger hurt much,1,39,1
sarahsaturday sorri gift card ran,1,63,0
home spring break one home tho,1,42,1
access android support indic languag,1,91,1
school take life much get sleep anymor still school work well,1,132,1
mtsiaklid aw wish could realli speak yia yia speak english,1,101,0
winggato free comp lol,1,27,1
get readi clean hous top bottom,1,52,1
cri friend move away tomorrow,1,42,1
swiftkaratechop stop nomnom share night peopl,1,70,1
think get cold caught daddi oh trip would ruin,1,90,0
mooni yeah bcoz kal penn visit lectur somewher cant show anymor im gon na miss,1,118,1
procrastin start earli quarter want reaaaaad write paper,1,95,1
appar degress pm washington state miss winter alreadi,1,84,1
bore home,1,21,1
massag great spill coke desk lame watch simpson finish hill dvd,0,120,0
nick carter wait fanclub chat even tough favorit,1,85,1
mild left inner ear infect got irrit quot block quot feel sinc sunday,0,109,0
janebodehous hey nope cute hoytfortenberri away awhil,1,80,1
tuesday,1,18,1
haha even yo know thang twitter haha,1,82,1
someon alarm clock phone woke,1,95,1
kalichosich awww poor puppi ok,1,40,1
might break eat buffalo wing tomorrow,1,55,1
sittin kayla realli realli reallli di like brother know stop wait day one,1,138,1
fed bokki mani birthday treat sicko,0,42,0
kinda bum agenc told look go ladi pleas help creat look,1,137,1
work laptop offici dead happi,0,53,0
good freez,1,43,1
heidimontag put listen mom,1,76,1
stuck pari even travel franc work,0,65,0
joannafbeckett think one close last time check closest one mile away,1,109,0
aaaaand back literatur review least friendli cup coffe keep compani,1,98,0
worri get even though paid buttload tax last year,1,87,0
okay still school,1,31,1
phoneless sleep,1,34,1
reek alcohol dentist morn drunk put tshirt realis huge stain dentist look disgust,0,138,0
realli cold,1,18,1
cant sleep want dream,1,32,1
sleep hate night tri go bed earli stay awak hour poo,0,93,1
rootbeersoup yeah bad peopl like certain burrito eat man exist,1,76,1
cronotrigg sad,1,27,1
found mum adopt aunti twitter check mum tessm awesom aunti tania,1,135,1
can not go crappi day,1,103,1
struggl eam law,1,24,1
sleep like,1,52,1
bout start poor linni keep eye open tire work tomorrow morn night ilovefatsusan,1,125,0
year old year old drive around want like,1,90,1
well suck,1,19,1
place,0,128,0
open partial frozen beer beer toaster oven counter kitchen smell like run speakeasi,1,138,0
stewiebrittani dont even know ride,1,51,1
monasmith sadli ye think need council,1,53,1
make readi feel like go two test,1,75,1
smug gone train also fail turn head victoria follow unpleas tube ride citi,0,124,0
anybodi know ipod went,1,33,1
aww earthquak itali made sad saw pic news terribl,1,91,1
lilibat never abl afford get much rather go extract continu deal,1,135,1
pet care peopl tri run other busi send suspici mail fish info,1,109,1
kameelahwrit lt mia tho,1,53,1
reannaremick doesnt work cell go sleep p,1,53,1
go nice tomorrow rain come back nice weather birthday,1,99,1
taliasunset rock band,1,45,1
beachbassbon roomi home day scratch door comfort goto larg laundromat machin,1,132,1
one hardest thing schedul one chat end day usual,1,97,1
kill charact one favorit show upset,1,74,1
jealou friend got see new star trek film austin tonight,1,79,1
listen got realli bad headach drivin lesson ten,1,111,1
steve buscemi shut britain home bore suckassi breakfast world miss denni,1,131,1
good morn everybodi pkoi fai pa beau bon coffe time,1,62,0
work,1,11,1
essay,1,15,1
chauncey hey talk mom home yet hope ok wish come home easter,1,106,1
endearingevania sure wish could go guy tmrw per usual school interfer,1,97,0
widyatarina say kal penn leav hous noooooo,1,99,0
lost loyal,1,19,1
play anoth hand bad lost half stack,1,52,1
pm earli day looooooong night work,1,55,1
yaykimo sad last season wan na see spencer call lauren,1,79,1
im done edit quot phipstap quot back crack brew see,0,115,0
rj know half mean,1,41,1
homework homework homework,1,27,1
work heart today doubl weight station result stiff pull,1,106,1
melamachinko feel bad unfollow,1,46,1
two day,0,60,1
sad kutner kill fav show hous,1,53,1
happi coach stringer hof,1,89,1
feel like shit way want spend birthday eve,1,72,0
far site put togeth check updat,1,107,1
lot mind need make money idea nowher hire,1,82,1
emiliexclarkex miss,1,25,1
stephenkruis sorri hear dog,1,52,1
much internet plagu,0,37,0
miss ex soo much,1,22,0
sod,1,38,1
oh thought pirat bay trial verdict today appar day,1,83,0
featherinair call back,1,28,1
studi hall log immedi,1,79,1
tire im cri reason im tri get hour half tonight half got last night,1,135,1
total none seem viabl,1,72,1
far veiw site put togeth check updat,1,113,1
listen bjork full,1,51,1
omg hill love money aww think becki buckwild goe,0,67,0
crave tantan nabe,1,57,1
c mon sean man,1,15,1
watch quot leagu quot,1,112,1
lost phone long hope rain,1,84,0
tomatosalsa hope refer say hello new stalker lol,1,79,0
brettyboo sleep ur gon na night ur bike ride,1,84,1
slessard wan na listen master,1,64,1
sephystryx look good stuff write also load uni work,1,99,1
feel unlov drop tweeter,1,35,1
london day thursday gon na rain oh fab see much london eye still robbi care bless,1,137,1
complet wipe reload,1,85,0
mykel sayyyi whaaaa,1,43,1
sleep bad consid workshop start today begin sore throat though,1,102,1
astewart oh gosh made emot haha idk dont want get old,1,85,1
go post stori manual due twitterfe problem quiet late,0,113,0
like lukewarm shower,1,30,1
linuxfound contact need freelanc work never got one,1,127,1
skylinek connor febi realli realli mad,1,72,1
need help want buy macbook pro still inlov old powerbook,1,84,1
michaeltao man america borez anyway lol realiz sent msg idea flash,1,123,1
hellivina ihop knight love ladi sleepi,1,60,1
anybodi know get electrolyt back order vitamin work feel sick,0,96,0
sudam ye someon read post properli,1,62,1
almost italian homework,1,98,1
turn light time get ip,1,57,1
therealnph twitter hate us,0,41,0
hate fact genuin excit last tweet,0,63,0
celesteclara sleep either,1,35,1
theblondetheori itali earthquak sad news day,1,87,1
champagnemanoir rain today garden realli need quit bad,1,78,0
yawn yawn yawn minut bed,1,40,0
majesticflam ouch sound sucki,1,40,1
bengottlieb great idea itun promo code work uk itun store though,1,100,1
mattycu cri,1,17,1
rumlov empti rum barrel sad rum barrel shake head horror horror,1,90,0
sleepless night,1,25,1
billybush admit fake,1,41,1
batmannn love,1,31,1
got highli bore today scan page daddi,0,66,0
misterphipp cook risotto without,1,49,1
keeeerrrrriiiiii realli noth better post thing,1,118,1
yay basebal season boo yanke lose first game,1,64,1
lost suck work today,1,44,1
omg exam kill could know differ haif circl hemispher lt gt,1,107,0
,1,74,1
